session_id,files_processed,duplicate_files,issue_files,processed_files,start_time_date,end_time_date
2026-04-20T13:17:30.532308+00:00,0,0,0,0,2026-04-20T13:17:30.532308+00:00,2026-04-20T13:17:30.543104+00:00
2026-04-20T13:18:55.034712+00:00,0,0,0,0,2026-04-20T13:18:55.034712+00:00,2026-04-20T13:18:55.081162+00:00
