session_id,files_processed,duplicate_files,issue_files,processed_files,start_time_date,end_time_date
2026-04-20T13:35:41.926217+00:00,1,0,0,1,2026-04-20T13:35:41.926217+00:00,2026-04-20T13:35:41.937578+00:00
2026-04-20T13:41:12.527140+00:00,0,0,0,0,2026-04-20T13:41:12.527140+00:00,2026-04-20T13:41:12.538761+00:00
